1674	2222	3099
462	1504	3278
3247	2179	939
2658	2623	3494
1953	842	4257
3576	437	616
3462	364	4082
2416	2814	347
3041	1382	4101
4899	546	5450
1314	2247	3906
3697	2764	4093
4127	2530	4810
1330	18	5602
3501	417	3358
356	1423	565
1674	2732	2202
5101	1910	3722
1642	303	2404
68	1288	2120
3261	2218	5074
356	1106	4620
4705	1965	560
1330	2717	1288
2933	1106	774
1972	1441	2935
1033	2289	5234
1760	2699	1431
2082	1763	3623
4098	726	4185
4418	95	4269
4881	2748	4983
185	228	2120
430	2146	1341
3159	113	4295
2003	425	2410
4899	1426	1637
1370	2219	1806
964	2247	2683
5444	1585	3398
3509	200	4891
354	2032	3613
2709	318	3513
2003	2799	938
5444	2345	4634
2224	1810	1797
5117	478	3627
4694	1105	3327
746	2255	4757
91	160	2866
1814	2247	1588
1377	1725	1692
1330	1629	3025
985	2222	1704
4499	1220	5109
3590	2230	3909
930	2002	153
964	2275	108
5276	2247	416
3414	1895	4475
4899	1836	3396
3656	1360	2423
4167	1265	446
1345	2284	3026
494	420	1185
2026	1779	2298
1706	93	4067
2651	2699	5588
356	535	3599
815	532	2279
411	2413	2456
2113	2247	983
354	193	4204
3093	1278	2217
1377	2114	302
4654	574	5161
1875	1163	3552
4917	2536	1693
4572	564	2712
5444	819	1089
3746	651	99
2168	1564	918
5555	1601	2441
2592	416	2149
4899	949	5452
4868	2511	97
3491	1468	1009
3128	1471	5538
2771	366	2180
1902	2247	850
4654	545	4303
5583	2247	2255
5101	1645	1620
1033	2562	4958
2933	2544	4908
1330	997	2078
4410	503	3746
2224	1270	901
3128	2298	5626
4572	1534	5006
4945	2582	2042
4418	18	4043
193	668	4718
4654	1147	2676
1203	363	5615
2168	1467	3267
3746	1193	5459
283	2325	1079
1330	2222	4012
3250	1313	3302
3897	487	4861
91	2123	2977
1370	762	4345
3654	800	2808
572	2171	23
1033	1295	3363
3978	2222	2249
3265	2174	1371
4032	1251	4427
2979	259	4343
572	1613	226
3128	734	2105
3784	2334	4537
1033	194	1110
4823	1687	930
4757	700	2508
4616	2310	2548
1033	1760	5433
2168	2458	3061
1033	1271	3912
2113	2222	5084
1462	517	1844
2979	1559	5146
736	529	3374
5555	1151	4542
1330	2671	5569
4999	1315	3746
2933	1143	3496
3128	1515	4340
1674	652	707
1674	1777	2884
4654	871	4465
1345	226	305
3476	860	3389
5444	293	1382
4654	241	3610
4464	2536	5587
2072	746	3769
4127	1109	1668
766	852	5129
4572	609	4873
2003	884	668
4864	606	2912
2816	2247	3440
1674	734	3067
5462	2511	2694
932	1111	4904
356	2470	4837
1377	2543	5215
2417	1285	1116
4817	485	4285
1858	503	2000
1330	2241	5383
964	840	3786
953	802	4654
356	2444	2617
1064	2523	256
5519	2705	875
1203	2444	2394
1674	1259	3126
5411	1665	2168
795	18	2741
1674	729	5517
1303	698	1827
463	70	4375
2933	2470	5373
736	2517	838
1496	2191	5608
3476	827	4125
356	832	728
5179	2470	5225
1894	1790	1642
3746	863	1035
3746	2699	4773
3053	389	423
4430	2205	3656
2794	505	468
1259	830	3163
3265	466	3815
4868	474	1528
5408	2251	1216
5403	2222	2002
5316	2247	5014
3656	2095	2785
4899	1263	5271
1278	1986	4277
915	1573	4494
4996	2159	887
2113	2222	382
1358	2247	1397
2168	1213	1622
4572	2358	2062
2120	2504	1196
1674	2218	4313
2933	1520	492
554	1825	3187
2933	1672	1272
3128	1840	4788
2003	2485	647
3884	2186	4183
1535	361	611
2003	1157	4877
1710	1694	893
3558	745	3642
3656	2629	5089
574	32	4601
4957	187	1449
943	1949	3814
4694	2005	3852
2900	742	5520
939	1846	4998
1303	2660	2027
4899	1880	5470
4573	85	1486
1330	1274	1752
2120	172	1683
3414	626	1399
3742	93	1566
1953	495	2975
1314	1329	1367
2003	1459	833
176	2222	2073
5361	508	3729
4654	787	3209
1394	732	1675
4899	2059	617
4899	1159	5440
4864	657	1543
2003	2200	3266
1674	1297	4106
1278	569	3979
3541	1962	4452
3433	2247	5105
4598	2477	5330
1330	2217	717
546	1396	4386
964	366	4590
193	1710	1623
4698	2087	5391
1817	2431	3999
1249	1958	1920
4563	1144	1808
4391	1559	2271
2168	2051	2173
5295	1443	2888
930	2247	533
184	2218	1186
4654	574	5514
3576	2474	1742
4760	2623	3666
2120	2083	1297
2168	1415	350
1814	2247	702
2339	1737	817
4032	2247	417
3746	1372	1201
107	612	3625
1621	1451	784
706	2218	719
2072	1250	3228
3476	1056	5541
1203	2222	2407
3562	2247	4551
1165	1994	4576
2933	1714	5289
5498	1499	3476
626	2270	2049
1951	835	1377
2003	2035	5265
5444	2793	2839
2816	631	3835
700	2599	91
3455	2292	2807
5126	2247	355
5375	2700	1766
3710	2704	3762
2505	1000	4219
3128	714	4778
1377	2629	66
2317	2623	5529
4899	1055	220
5403	1192	2330
1760	709	3926
3414	2042	4831
4899	1840	506
5462	2247	2024
3657	1420	2778
3132	1516	780
1377	1624	2016
5532	2218	5604
356	2218	1490
2933	1362	1383
2168	895	3444
2934	2167	3796
932	2218	1246
3590	1763	713
125	2247	2458
3890	870	4617
3128	2485	3782
930	1777	192
1377	1015	2625
2003	957	3450
3055	952	4817
3414	2016	4726
932	1911	505
2933	1926	4994
2933	2308	761
5611	2222	4221
4698	143	1244
939	2674	483
3842	1676	3107
2224	2218	5471
3128	2699	418
2072	1013	4176
1330	133	634
3706	1193	1266
3509	2516	3807
3476	2123	1268
1858	2095	5202
1003	657	1473
1377	1625	3185
5248	2478	266
3334	748	4489
2168	995	85
1117	1738	1390
773	1063	999
549	654	5245
3473	2810	965
1345	2303	973
964	293	4605
1916	703	4063
4817	1292	2578
1642	855	45
2123	1970	460
1345	1000	908
1377	1252	2076
4153	914	2317
3369	2754	1571
1330	772	873
5179	85	3787
1642	2718	1880
3948	1559	1419
193	1058	333
1377	1875	4516
1033	1193	3803
1642	2218	4502
4517	847	4868
4001	2759	2234
463	147	992
2003	18	2023
4572	628	3133
4117	101	2072
4899	83	4529
5101	2079	4248
4105	2354	1330
5444	2107	5012
3334	2616	2378
1165	5	4687
1674	914	1437
700	1284	354
5444	1643	3734
1642	2247	268
3746	734	4795
170	1719	2565
1941	1677	408
684	1882	2082
3854	2527	2120
4351	1307	4611
3284	7	3488
193	2247	3070
4957	794	2203
1345	2470	2764
546	61	4829
58	1558	2380
3784	2222	1423
546	2222	3125
546	2162	2527
5521	2074	18
2933	867	5370
2120	721	334
5408	2006	3809
1064	233	3390
3173	2417	2581
4127	1927	4828
3276	1751	3534
2467	966	1377
5638	2141	83
3501	524	4102
5067	1685	5384
4572	611	676
2868	2047	1330
4899	1106	3789
930	637	4933
3742	2474	3231
1314	2591	4275
3619	180	3315
4899	818	3495
1312	2202	2852
766	227	44
2113	2247	785
91	1295	2393
5444	693	3690
4899	1101	1561
3181	1356	3000
2417	1857	639
1033	941	3774
2168	2470	20
1345	830	1816
1330	1903	3154
193	767	4955
5179	2470	4961
3746	2094	5614
3334	2802	2177
125	2710	2983
4698	1938	1803
