5273	2393	4677
194	169	2269
5014	1733	52
632	450	4243
4969	1973	456
4291	1425	58
2986	2601	4302
2057	1413	4580
2630	2173	3878
4149	827	2163
3008	1401	3025
5131	1123	3355
735	2495	2688
5170	1267	3413
2970	161	3110
4435	577	5203
4200	1190	4620
3008	655	233
4887	769	3912
1494	1490	3363
3340	1776	4994
1494	1235	4006
319	1807	4621
3417	1715	372
4642	1553	2072
2531	1188	67
855	270	4944
3417	881	1629
5241	390	3084
2072	833	2071
3784	170	3580
4852	1615	2352
1925	769	4739
3894	2454	1273
547	2322	836
4520	264	888
4182	1893	3106
2876	270	3813
4435	1943	943
1292	769	1902
4738	948	3432
4952	936	3643
924	1683	966
2241	29	3782
5066	762	4179
3284	1935	509
3599	2093	2876
4704	710	3316
3164	1919	40
4128	769	975
4833	326	3468
4100	769	1014
4291	1224	4483
1476	769	356
966	1385	944
3426	2130	2876
547	816	4889
2911	2398	5227
129	205	1440
2986	539	2600
2089	769	286
5294	2322	5219
891	1754	2106
2854	1140	3095
2531	1940	3093
1476	24	1821
4969	347	1526
4410	59	557
891	2417	689
4291	1413	1050
982	1968	3291
1826	2375	672
1326	2369	3225
4528	219	1496
1880	2028	3719
4409	2078	1979
88	49	2278
5013	573	1421
4268	1437	938
5066	2378	763
3351	1471	4000
2017	493	991
2005	34	2531
1128	194	4030
4268	851	1572
2270	1589	674
4515	478	4642
4368	1733	3859
4818	2595	503
5066	1776	4007
3982	858	2039
2230	2631	4773
2471	1115	2338
355	1767	657
1023	455	4920
1379	1232	985
1494	2371	3737
3295	320	1652
4827	1831	2318
2876	2355	617
2986	499	4478
5066	2532	5095
4040	752	2629
1483	1282	4191
1877	1645	2801
5052	1197	3061
209	2577	4498
3381	341	835
4268	1687	2044
5166	1814	1541
2400	1776	5045
3098	44	1841
2507	731	2066
1230	1343	3879
4291	2221	442
4435	1001	3693
4435	1944	4150
4852	2312	2689
2719	1149	5175
2626	1881	3282
4435	1804	2903
573	1075	1221
596	769	3688
4393	276	3173
3208	1064	1769
846	1067	167
4291	1733	4841
2039	258	2295
4764	2382	3378
1775	1540	5170
4291	2293	768
1925	1645	1722
5129	290	287
2289	301	2114
2986	1220	4407
1031	161	3110
3208	725	3081
3595	2544	4988
2369	74	2148
599	886	1669
4882	41	2589
4101	644	2505
2986	2631	1595
4932	1292	204
51	1749	3651
296	1732	1334
4704	2514	1479
2876	1030	1265
954	2141	3451
2429	1776	3322
4300	2544	4221
2531	1526	2732
595	1041	4920
573	1637	1467
3208	361	1620
2954	464	3340
2986	1311	1566
1532	1730	638
1921	1816	1101
2954	1479	4770
4435	539	3526
4300	190	1062
3035	165	2210
2927	1350	5030
2986	103	5134
2816	769	1001
2621	2155	1199
1140	2282	2744
470	2322	1684
2087	1523	4203
4300	1733	1019
4210	369	3927
97	1703	3680
88	533	3592
1960	478	1665
4840	2637	3870
4882	41	2738
891	2302	4749
4747	2082	575
2719	769	4674
4220	2611	1418
2861	762	3649
3008	1003	1354
2499	1516	4650
3417	799	2749
2276	762	4832
5111	1071	3902
4852	1896	2536
2911	2153	5277
2897	1240	5192
2816	1975	4298
2429	306	5064
2112	1329	3134
2911	186	839
3476	2379	3183
129	1295	39
1351	1890	4650
4128	769	754
1140	1733	4280
3064	945	207
4435	1746	398
1012	933	4920
3417	1677	893
1476	2322	4255
1995	2447	4886
1610	2606	820
2122	769	965
3385	380	2062
3784	2322	2870
4879	469	1379
2200	484	3561
2876	769	3497
3208	660	766
2897	680	2562
3340	460	3079
4659	2612	1343
1974	1361	506
4827	769	1677
2986	1818	4413
3577	769	2900
4268	2372	3045
2039	2182	386
1141	799	5072
2719	2342	1317
948	1733	4167
1921	1403	3418
4291	1496	4901
1494	180	1879
3367	2141	1006
1932	1116	446
5066	762	5185
5294	129	1634
5169	2071	3287
1277	2453	3203
3781	2327	3056
4435	1354	3917
1605	540	4875
2621	1016	1856
2684	234	1670
4435	1448	2018
4291	243	1020
18	2385	2665
3001	320	5158
632	100	3157
347	2351	3008
1933	1548	2272
4014	1691	4060
2289	1214	4119
787	2349	2616
891	1726	2473
3022	1417	368
910	1240	1750
855	2164	501
4893	2533	3333
2096	1799	4079
4268	2039	1957
5170	1822	2142
1056	1306	1083
4025	1960	1596
2626	1256	5217
5222	307	2934
4249	2561	1601
1801	216	2626
5066	1228	441
3047	523	4265
3008	769	4625
545	769	131
4389	1837	3453
3155	888	3903
2336	2312	2986
3208	2409	2157
3022	1199	773
2364	1813	516
4333	1193	2911
3221	938	3495
2911	1733	1616
910	2005	3419
431	2013	1461
4291	2458	1352
2039	418	928
4435	1205	515
4863	1581	4507
3345	541	3561
18	2141	5080
4528	1139	3632
4268	2498	4963
4882	762	4898
1476	769	967
1187	2146	80
1141	2130	3947
795	2391	2940
960	270	861
2621	1339	5002
