19438	5871	7853
11474	4886	7414
2321	7324	838
20001	5942	16938
5231	2589	20547
328	2724	14620
3934	1018	5382
6123	6632	16226
7472	7364	12544
9378	3150	17349
16017	3920	3535
2045	2440	4617
10798	6466	3075
15780	4667	64
5548	6466	18302
13935	910	13608
13553	7681	15021
7510	4327	2907
7751	3399	2414
5647	4327	17245
2085	859	19252
2173	6466	15054
328	3504	19091
3647	6502	5548
1160	6362	18782
3984	1456	13140
572	2332	9807
2378	5965	17202
2045	416	1172
2823	2954	13968
14411	5007	1757
7985	7415	1976
16696	7759	13691
15658	2418	8770
11972	5790	11545
10824	6537	7402
9862	6181	11528
5398	3614	4198
16561	853	15161
9565	3799	13247
2378	5739	1727
16023	7458	4748
1803	888	20619
1105	2158	8244
7751	3840	20252
2085	2309	9092
14465	1414	9464
4027	3920	2740
7941	3206	1188
8743	6982	16048
12242	2331	14741
7751	2822	15771
19350	5935	8103
15273	675	12101
15604	1954	20221
15943	5619	10563
6123	3176	3757
17263	6504	1814
15680	5861	6251
9378	7324	2026
572	453	12228
19299	5461	13346
18339	1537	4461
19552	1023	9132
9690	6367	20479
2469	5014	10953
5528	2404	7926
4409	5859	3291
16050	3331	18499
12799	3169	19673
20445	4304	14314
10280	7304	12115
2482	2519	15616
5751	670	15131
9329	7324	6369
15273	1090	3318
15273	6721	4047
1145	5014	19667
5074	3938	20020
13935	1844	6797
3862	278	15439
5829	660	12526
20334	5365	9864
16704	2473	1611
20001	3624	14814
9862	6502	2895
14988	803	8448
9573	2870	2793
12525	5580	15923
5829	6466	7610
9565	2331	10165
13935	1023	2995
1803	5557	5070
13935	5861	20360
14122	3783	15844
9862	5861	13235
15273	675	16285
7751	3921	9157
12823	1054	10528
11268	6198	17655
15406	1502	4372
2368	2798	6824
17817	6157	9863
7472	6825	15068
3984	1023	8826
2378	6739	3099
2853	1380	9438
18376	7289	2613
8220	3505	10824
328	7461	2649
19657	5173	3611
7030	1023	11614
6893	6133	5778
17599	259	6915
5837	853	12298
13935	6854	5275
328	2432	1035
1473	3240	14774
8164	3887	13967
13566	6763	15673
15011	6466	5780
14741	6767	105
10759	2771	15239
2378	1047	2417
7976	853	1030
6076	2915	1160
18393	2988	10809
7751	5248	3624
4234	2580	7290
9741	1651	9178
19681	6466	16609
19650	7324	7829
12119	4493	18660
11234	563	20369
2368	6367	7028
17430	917	11765
10444	7324	6210
789	7289	10730
12848	6235	16562
14412	5860	8248
9171	4944	11348
5101	347	17630
13558	3228	14962
10271	7266	6917
