21105	12283	22646
45380	13483	9529
48868	17984	10309
40569	12791	36832
4328	23404	20021
20916	9202	39571
659	10683	2166
32727	7306	6080
4709	10281	44251
30570	17879	6497
6996	5670	28238
41002	13377	12616
38718	5572	45074
38931	13333	41512
31413	8943	56102
19590	3236	15530
21289	13516	33880
32374	4700	39973
9207	20656	17527
34934	20936	5221
46441	13044	6717
45303	12211	15607
8671	18403	28429
40435	17552	54787
39038	2469	55855
52257	4398	41841
4603	13333	8447
18689	9314	49354
35295	1815	8415
40223	2512	4976
44229	9372	29787
37525	13044	22042
27644	13044	3003
18779	23529	37239
25551	18029	48299
45763	9965	41235
36427	18282	26802
54290	1618	47139
28190	9055	28534
14335	21426	26503
24760	20462	43376
26132	7811	48264
11326	17039	46178
37808	20115	48773
12077	8683	48800
40283	593	51911
10751	13333	41226
9262	13044	34390
30968	11039	16642
25771	21964	39634
38656	13222	33842
46613	21342	41425
16196	7794	57101
56868	11348	43954
7909	11241	8196
8018	12932	6183
54205	20691	14793
43737	4231	21272
50366	2223	46957
45280	2295	25218
17339	16196	38631
47753	22605	5960
12562	15154	2981
55179	15434	28455
19008	19357	45707
32766	6742	25269
1983	16146	35950
45655	21532	24100
40521	8325	55120
9160	18955	7938
41147	1266	22285
3453	7707	29578
56779	17788	54624
21763	23257	8711
6981	18267	12645
42130	19504	53634
37854	17176	7475
19989	2215	47577
1447	16250	24053
31278	3697	35740
33050	22822	17074
13498	19592	9604
42614	9062	36555
35250	14722	47550
958	10999	33620
28014	5470	23886
15380	22094	49661
12294	11494	23694
3446	7560	7397
51940	7560	20438
24630	5648	12625
21481	1505	51704
13435	3000	41552
28005	18951	42274
20138	14803	26017
13498	5257	26962
56919	3925	48560
28382	23512	14468
22050	932	42651
2590	13015	52900
46971	9881	35571
25886	12022	45476
33467	4357	4393
7922	19196	47772
45225	15933	39185
14335	477	51280
55250	11178	26857
30932	14874	13211
23392	3283	43074
12600	17320	51885
54850	14403	40593
1597	10867	32399
3043	4779	3566
47259	3549	46719
55021	2085	49310
56868	5250	1313
7058	13197	11037
22072	18863	45211
24630	5678	28015
51269	10823	22195
29185	10033	43592
4540	22379	6108
40569	3697	16815
20996	22676	9287
22077	4872	14607
28031	12990	54947
53985	20150	13210
17820	15506	55756
53982	19252	22052
23894	4872	14107
5807	23712	5645
5906	5053	2039
47186	15261	30890
35581	20756	3555
35295	14677	33424
30308	13333	19012
