2766	1501	2127
2762	1524	254
761	780	177
1403	248	1224
3278	1470	3258
3090	296	3595
1835	1456	1534
1491	1642	2636
569	1209	3365
774	1642	3195
3894	356	1386
486	1273	111
103	1768	68
3259	922	1693
1491	555	3545
1294	1759	329
1663	302	2868
1282	1283	2302
241	691	2702
652	471	1402
1361	1004	3328
1958	243	1088
1090	182	445
652	683	580
833	467	789
2077	811	2325
3740	1847	3953
899	1839	3218
1868	1545	2619
103	922	1435
2835	1807	3728
3878	1795	680
103	684	1811
1777	364	2500
103	1369	2794
2915	1642	1523
595	1842	3055
1440	1305	1467
1454	414	819
1440	993	2728
3575	346	3913
1400	1872	3325
3274	573	447
1868	1467	1338
512	222	1819
1391	1156	400
358	369	1839
1229	45	2542
2688	1354	3666
1115	1528	3458
725	339	1510
652	1139	3277
3060	467	2536
1332	1802	768
1653	892	1208
2472	947	3596
1868	844	1929
2944	1198	3155
1868	305	1033
103	468	1301
1764	1532	293
520	1417	1328
3607	1521	1528
774	1642	41
3008	1613	187
1868	987	785
2211	1567	3901
2665	1240	197
2392	795	1379
1581	341	3172
1491	1606	848
3060	1788	326
2823	961	993
1846	918	3416
3063	492	34
1021	1559	2468
2938	73	1923
479	1300	2909
1783	1495	3053
1559	1579	1507
2439	634	1543
1187	269	3908
1559	769	3221
3391	1727	3524
2154	1182	2830
3866	213	1441
3792	759	1455
1865	1219	3645
822	290	2108
833	9	659
485	108	2770
3355	1419	3705
2211	648	1381
3970	1587	1439
3595	50	1000
407	556	2096
1846	460	2531
3595	607	1527
3325	978	2933
3395	442	422
1256	771	1521
1454	843	1615
3595	1415	2697
3749	1600	2539
3444	1067	615
2898	689	1574
2394	966	3737
75	853	1214
1118	846	873
2766	1244	448
833	1439	1414
354	458	1581
3060	575	1490
2665	1724	359
1920	1103	1918
2684	1150	3846
1152	41	2866
3886	1381	1909
3692	1455	3184
1868	1485	681
3480	502	1234
3749	830	1702
2769	706	1
3688	1086	1614
1714	1274	3076
1271	1181	747
833	1288	1133
2394	1669	1242
1144	166	2490
652	1284	510
914	371	334
2665	1336	180
3721	619	81
1559	759	3927
303	113	2150
2817	1661	3847
2008	467	3866
75	992	3678
1228	68	44
2486	835	2042
1454	1456	3488
3433	857	77
3063	1393	2441
1559	705	405
3105	1242	2094
3701	190	846
157	482	2488
1256	1116	660
1118	1742	3699
2366	1642	1616
3444	706	1225
1967	492	3063
3270	1407	2391
99	1755	1140
3937	730	2241
833	1167	2598
3033	1132	2837
3270	213	3428
1445	996	205
1439	791	159
407	1879	2731
2562	1473	99
66	53	1704
123	1767	1141
3289	495	631
3655	1222	2260
3121	759	3605
563	1579	3458
3284	1565	2436
157	847	716
3015	773	2756
2394	1323	3758
3158	939	3000
3458	1528	2120
1226	1572	1562
383	1642	1380
3141	1388	1932
103	399	474
111	268	2885
3743	1882	3575
3615	392	2505
1868	758	1317
3866	1307	3734
1530	1350	3031
2844	784	1747
652	160	2174
1745	1901	2323
3255	602	3530
568	1737	485
103	263	1609
1624	1774	461
2655	593	2665
1454	1791	395
833	1477	1936
3527	274	2442
2211	1715	1719
3255	1543	2287
1868	1397	2433
3157	12	1113
9	246	1087
1721	1252	1039
567	1808	2244
2754	1327	1916
2932	99	2463
111	1642	592
1119	1892	1394
3735	188	2565
2283	1840	364
111	1312	898
3391	281	1112
2320	1195	3281
1454	1717	3503
2058	1080	2578
1541	1196	3780
1673	1446	1822
652	1285	2833
1396	1431	3286
3015	1085	443
315	369	2560
2044	580	3179
58	226	3777
569	1804	3027
1828	1370	1449
963	813	415
595	838	650
1440	667	1861
963	1162	1724
3507	422	109
1297	1650	1659
2933	925	1429
1229	1642	1867
3458	549	2305
5	232	3863
1332	1423	1956
595	15	2489
2962	1528	2109
3620	181	401
1559	386	2256
1653	973	3394
1332	1733	262
404	1406	544
296	724	3864
1107	509	616
1396	986	3330
1620	1018	794
242	1694	534
337	249	3966
2330	1453	3884
1026	1550	38
3790	1330	3853
1108	492	1543
1485	353	3809
833	178	3257
3157	975	3207
3360	1373	877
58	1642	2443
2135	1642	2897
2	554	919
804	640	3425
3157	177	2136
2099	448	2075
3028	142	1238
692	603	3148
1928	618	1085
1778	1528	2517
1928	574	2045
1846	1852	1501
652	155	3801
1480	580	1137
3458	1019	1110
1808	778	3866
647	411	996
124	1753	1343
1868	1037	1100
1972	1518	695
1868	933	2617
3444	1566	472
1271	701	3900
855	1600	3243
3270	1091	3185
2934	281	256
893	1463	760
3060	7	3446
3060	350	450
59	1376	60
111	759	638
183	1361	2004
1439	1148	1010
2583	1644	2665
370	1350	2377
652	1355	1091
1440	759	3276
3708	1010	571
776	1432	3458
3121	652	3804
2211	598	509
833	730	718
2349	1150	3173
103	922	1814
1439	1878	1409
3143	728	2961
3641	209	3361
3595	392	821
2072	153	2046
1391	1304	2324
3284	1010	518
1349	780	2073
3574	758	960
103	922	2685
3060	1000	235
3458	1860	3703
2867	1697	937
1714	1659	3457
99	1707	3616
2062	1701	3888
833	1510	553
3712	282	1728
833	1620	977
164	813	3208
3937	1534	2487
1781	261	948
2294	324	299
3866	1515	2187
1440	1083	1382
652	347	3377
3355	735	267
1408	307	3514
1265	1296	2033
1732	30	3150
1454	658	3841
2183	469	3517
1229	746	1497
136	1448	3847
103	1119	3797
3878	106	781
1586	819	348
652	1004	64
3595	669	773
1237	179	1695
3023	1183	1316
1160	1562	3806
613	324	2820
2549	1876	1750
2413	1504	3458
3937	663	3137
652	1478	1825
1559	685	3265
99	1600	1326
3355	707	1138
337	294	2201
2664	1859	1288
449	1660	2000
536	101	1558
3012	857	2450
178	780	3823
3060	1258	2904
1973	1363	3739
536	616	2464
3260	1430	679
693	1389	3937
